开始记录数据...	开始记录数据...	
主轴转速: 3014	t = 3570.1 s, 稳定, fc = NaN Hz, Xf = 0.0289, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.032544, Y = 0.054812, Z = -0.15455	
主轴转速: 3014	t = 3570.2 s, 稳定, fc = NaN Hz, Xf = 0.0161, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.048496, Y = 0.040073, Z = -0.15833	
主轴转速: 2995	t = 3570.3 s, 稳定, fc = NaN Hz, Xf = 0.0158, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.034735, Y = 0.05944, Z = -0.10458	
主轴转速: 3005	t = 3570.4 s, 稳定, fc = NaN Hz, Xf = 0.0279, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.011781, Y = 0.0025558, Z = -0.154	
主轴转速: 3005	t = 3570.5 s, 稳定, fc = NaN Hz, Xf = 0.0285, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.082896, Y = 0.020827, Z = 0.10791	
主轴转速: 3005	t = 3570.6 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.03985, Y = 0.0047484, Z = 0.15069	
主轴转速: 3005	t = 3570.7 s, 稳定, fc = NaN Hz, Xf = 0.0285, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.032057, Y = 0.051827, Z = -0.13993	
主轴转速: 3002	t = 3570.8 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.06323, Y = 0.020766, Z = -0.080693	
主轴转速: 3002	t = 3570.9 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.025542, Y = 0.03721, Z = 0.0048651	
主轴转速: 3002	t = 3571.0 s, 稳定, fc = NaN Hz, Xf = 0.0285, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0098329, Y = 0.0032258, Z = -0.17612	
主轴转速: 3014	t = 3571.1 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.019209, Y = 0.010412, Z = 0.070679	
主轴转速: 3014	t = 3571.2 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.024446, Y = -0.009016, Z = 0.15569	
主轴转速: 3000	t = 3571.3 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0055712, Y = 0.047564, Z = -0.090992	
主轴转速: 3009	t = 3571.4 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.052757, Y = 0.041839, Z = 0.025584	
主轴转速: 3009	t = 3571.5 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0056321, Y = 0.015285, Z = -0.07984	
主轴转速: 3002	t = 3571.6 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.014156, Y = 0.031059, Z = -0.23517	
主轴转速: 3002	t = 3571.7 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.032909, Y = 0.030633, Z = 0.021745	
主轴转速: 2995	t = 3571.8 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.038815, Y = 0.016503, Z = 0.07074	
主轴转速: 2995	t = 3571.9 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.019575, Y = 0.019183, Z = -0.075026	
主轴转速: 3014	t = 3572.0 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.0091635, Y = 0.036358, Z = 0.09932	
主轴转速: 3009	t = 3572.1 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.0025875, Y = 0.016077, Z = -0.013173	
主轴转速: 3009	t = 3572.2 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.099091, Y = 0.08368, Z = -0.17113	
主轴转速: 3021	t = 3572.3 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.0098329, Y = 0.0066973, Z = 0.046121	
主轴转速: 3021	t = 3572.4 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.02816, Y = 0.032094, Z = 0.040088	
主轴转速: 3012	t = 3572.5 s, 稳定, fc = NaN Hz, Xf = 0.0280, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.010381, Y = 0.019183, Z = -0.037853	
主轴转速: 3012	t = 3572.6 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.013243, Y = 0.023568, Z = 0.20609	
主轴转速: 3002	t = 3572.7 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.10323, Y = 0.03581, Z = 0.048315	
主轴转速: 3009	t = 3572.8 s, 稳定, fc = NaN Hz, Xf = 0.0285, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.053914, Y = 0.032338, Z = -0.095197	
主轴转速: 3009	t = 3572.9 s, 稳定, fc = NaN Hz, Xf = 0.0290, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.030047, Y = -0.0076152, Z = 0.13662	
主轴转速: 3016	t = 3573.0 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.046973, Y = 0.013336, Z = 0.064829	
主轴转速: 3016	t = 3573.1 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.022741, Y = 0.021558, Z = 0.1134	
主轴转速: 3021	t = 3573.2 s, 稳定, fc = NaN Hz, Xf = 0.0162, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.017018, Y = 0.015285, Z = 0.22181	
主轴转速: 3021	t = 3573.3 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.05428, Y = 0.059197, Z = -0.13773	
主轴转速: 3012	t = 3573.4 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.070293, Y = 0.043849, Z = -0.12542	
主轴转速: 2995	t = 3573.5 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.021888, Y = -0.012061, Z = 0.21955	
主轴转速: 2995	t = 3573.6 s, 稳定, fc = NaN Hz, Xf = 0.0279, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.083748, Y = 0.010108, Z = 0.076468	
主轴转速: 2998	t = 3573.7 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.016957, Y = -0.033621, Z = 0.173	
主轴转速: 2998	t = 3573.8 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.042164, Y = 0.017295, Z = 0.16599	
主轴转速: 2998	t = 3573.9 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = -0.034979, Y = 0.042265, Z = -0.24815	
主轴转速: 2998	t = 3574.0 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.043625, Y = 0.044519, Z = -0.062594	
主轴转速: 3005	t = 3574.1 s, 稳定, fc = NaN Hz, Xf = 0.0290, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.039363, Y = 0.0033476, Z = 0.20864	
主轴转速: 3023	t = 3574.2 s, 稳定, fc = NaN Hz, Xf = 0.0280, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.054097, Y = -0.017299, Z = 0.052458	
主轴转速: 3023	t = 3574.3 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.023715, Y = -0.0037173, Z = 0.22693	
主轴转速: 3000	t = 3574.4 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.09002, Y = 0.056395, Z = 0.16684	
主轴转速: 3000	t = 3574.5 s, 稳定, fc = NaN Hz, Xf = 0.0289, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.040641, Y = 0.036784, Z = -0.21774	
主轴转速: 2998	t = 3574.6 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.042346, Y = 0.034713, Z = -0.0092117	
主轴转速: 2998	t = 3574.7 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.042346, Y = 0.0071845, Z = 0.1705	
主轴转速: 3016	t = 3574.8 s, 稳定, fc = NaN Hz, Xf = 0.0280, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.055071, Y = -0.0042046, Z = 0.12034	
主轴转速: 2998	t = 3574.9 s, 稳定, fc = NaN Hz, Xf = 0.0280, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.02128, Y = 0.013458, Z = 0.2889	
主轴转速: 2998	t = 3575.0 s, 稳定, fc = NaN Hz, Xf = 0.0280, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.059272, Y = 0.0051138, Z = 0.064037	
主轴转速: 3002	t = 3575.1 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = -0.055132, Y = 0.037393, Z = -0.22518	
主轴转速: 3002	t = 3575.2 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.048556, Y = 0.01224, Z = 0.13259	
主轴转速: 2995	t = 3575.3 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0003 s	
	采集数据: X = -0.09209, Y = 0.00042417, Z = 0.16788	
主轴转速: 3012	t = 3575.4 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.036136, Y = -0.045741, Z = 0.14612	
主轴转速: 3012	t = 3575.5 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.0093461, Y = 0.024664, Z = 0.19469	
主轴转速: 3016	t = 3575.6 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.038389, Y = 0.0030431, Z = -0.11208	
主轴转速: 3016	t = 3575.7 s, 稳定, fc = NaN Hz, Xf = 0.0289, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.049835, Y = 0.029293, Z = -0.1398	
主轴转速: 3012	t = 3575.8 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.029864, Y = -0.0012811, Z = 0.15246	
主轴转速: 3009	t = 3575.9 s, 稳定, fc = NaN Hz, Xf = 0.0280, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.060977, Y = -0.0043873, Z = 0.10334	
主轴转速: 3009	t = 3576.0 s, 稳定, fc = NaN Hz, Xf = 0.0285, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = 0.027612, Y = 0.01358, Z = 0.011386	
主轴转速: 3005	t = 3576.1 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0008 s	
	采集数据: X = -0.01446, Y = 0.013701, Z = 0.18287	
主轴转速: 3005	t = 3576.2 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0039273, Y = 0.013336, Z = -0.10531	
主轴转速: 2998	t = 3576.3 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.072119, Y = 0.041413, Z = -0.17405	
主轴转速: 2995	t = 3576.4 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.012634, Y = 0.0071236, Z = 0.14234	
主轴转速: 2995	t = 3576.5 s, 稳定, fc = NaN Hz, Xf = 0.0279, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.056898, Y = -0.0096859, Z = -0.034258	
主轴转速: 3016	t = 3576.6 s, 稳定, fc = NaN Hz, Xf = 0.0279, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.021584, Y = 0.023141, Z = 0.061965	
主轴转速: 3016	t = 3576.7 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.035162, Y = -0.01066, Z = 0.24631	
主轴转速: 3012	t = 3576.8 s, 稳定, fc = NaN Hz, Xf = 0.0160, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0030137, Y = -0.0013421, Z = -0.060096	
主轴转速: 3012	t = 3576.9 s, 稳定, fc = NaN Hz, Xf = 0.0160, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.0027704, Y = 0.046955, Z = -0.10952	
主轴转速: 3014	t = 3577.0 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.043503, Y = 0.00011965, Z = 0.10048	
主轴转速: 3012	t = 3577.1 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.049896, Y = 0.031668, Z = -0.052905	
主轴转速: 3012	t = 3577.2 s, 稳定, fc = NaN Hz, Xf = 0.0279, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = -0.053671, Y = 0.012179, Z = 0.069217	
主轴转速: 3005	t = 3577.3 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.057446, Y = -0.0046309, Z = 0.046486	
主轴转速: 3005	t = 3577.4 s, 稳定, fc = NaN Hz, Xf = 0.0289, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.015434, Y = 0.028257, Z = -0.063143	
主轴转速: 3009	t = 3577.5 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0096505, Y = 0.015528, Z = -0.060339	
主轴转速: 3007	t = 3577.6 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.024568, Y = 0.011022, Z = 0.024487	
主轴转速: 3007	t = 3577.7 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.010624, Y = 0.0070018, Z = -0.15029	
主轴转速: 3005	t = 3577.8 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.091968, Y = 0.004383, Z = 0.022598	
主轴转速: 3005	t = 3577.9 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.0032575, Y = -0.02205, Z = 0.10548	
主轴转速: 3007	t = 3578.0 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.027246, Y = 0.047503, Z = -0.1069	
主轴转速: 3007	t = 3578.1 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.00045679, Y = 0.0057837, Z = -0.090931	
主轴转速: 3005	t = 3578.2 s, 稳定, fc = NaN Hz, Xf = 0.0285, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.03985, Y = 0.013458, Z = -0.1055	
主轴转速: 3016	t = 3578.3 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.024872, Y = 0.014493, Z = -0.19233	
主轴转速: 3016	t = 3578.4 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.016774, Y = -0.029054, Z = 0.24198	
主轴转速: 3002	t = 3578.5 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.053306, Y = -0.02211, Z = 0.14448	
主轴转速: 3002	t = 3578.6 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.028099, Y = 0.038428, Z = -0.20909	
主轴转速: 3014	t = 3578.7 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.05909, Y = 0.040134, Z = -0.077951	
主轴转速: 3014	t = 3578.8 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.015495, Y = 0.049269, Z = -0.18764	
主轴转速: 3000	t = 3578.9 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.040337, Y = 0.026552, Z = -0.16253	
主轴转速: 3019	t = 3579.0 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.014339, Y = -0.027531, Z = 0.25868	
主轴转速: 3019	t = 3579.1 s, 稳定, fc = NaN Hz, Xf = 0.0289, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.03918, Y = 0.029963, Z = 0.072385	
主轴转速: 3021	t = 3579.2 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.028282, Y = 0.044336, Z = -0.1852	
主轴转速: 3021	t = 3579.3 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.055985, Y = 0.042814, Z = 0.0043167	
主轴转速: 3009	t = 3579.4 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.019879, Y = 0.033739, Z = -0.23749	
主轴转速: 3009	t = 3579.5 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.085636, Y = 0.011448, Z = -0.18691	
主轴转速: 3000	t = 3579.6 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0006 s	
	采集数据: X = 0.024202, Y = -0.013767, Z = 0.15337	
主轴转速: 3000	t = 3579.7 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.02201, Y = 0.022167, Z = 0.067998	
主轴转速: 2998	t = 3579.8 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.052514, Y = 0.052132, Z = -0.19568	
主轴转速: 3016	t = 3579.9 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.003562, Y = 0.050975, Z = -0.07204	
主轴转速: 3016	t = 3580.0 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.039363, Y = 0.028318, Z = -0.27746	
主轴转速: 3019	t = 3580.1 s, 稳定, fc = NaN Hz, Xf = 0.0280, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.071997, Y = 0.011813, Z = -0.02469	
主轴转速: 3019	t = 3580.2 s, 稳定, fc = NaN Hz, Xf = 0.0285, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.015435, Y = -0.035448, Z = 0.18549	
主轴转速: 3005	t = 3580.3 s, 稳定, fc = NaN Hz, Xf = 0.0290, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.029134, Y = 0.033008, Z = -0.18654	
主轴转速: 3000	t = 3580.4 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.065787, Y = 0.05268, Z = -0.13365	
主轴转速: 3000	t = 3580.5 s, 稳定, fc = NaN Hz, Xf = 0.0287, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.014217, Y = 0.080026, Z = -0.17332	
主轴转速: 3014	t = 3580.6 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.030899, Y = -0.010051, Z = -0.17972	
主轴转速: 3014	t = 3580.7 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.047095, Y = 0.023446, Z = 0.1613	
主轴转速: 2988	t = 3580.8 s, 稳定, fc = NaN Hz, Xf = 0.0290, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.046365, Y = 0.00091141, Z = 0.12376	
主轴转速: 2988	t = 3580.9 s, 稳定, fc = NaN Hz, Xf = 0.0288, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.036927, Y = 0.046163, Z = -0.17679	
主轴转速: 3012	t = 3581.0 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.050627, Y = 0.028745, Z = -0.083862	
主轴转速: 3012	t = 3581.1 s, 稳定, fc = NaN Hz, Xf = 0.0282, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.022802, Y = 0.051888, Z = -0.044373	
主轴转速: 3002	t = 3581.2 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.033761, Y = 0.033617, Z = -0.19386	
主轴转速: 3021	t = 3581.3 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.025298, Y = -0.0041437, Z = 0.14758	
主轴转速: 3021	t = 3581.4 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.070415, Y = -0.018395, Z = 0.12894	
主轴转速: 3012	t = 3581.5 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.014704, Y = 0.063704, Z = -0.12158	
主轴转速: 3012	t = 3581.6 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.026637, Y = 0.054629, Z = 0.0062058	
主轴转速: 3000	t = 3581.7 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.0004565, Y = 0.026613, Z = -0.088676	
主轴转速: 3000	t = 3581.8 s, 稳定, fc = NaN Hz, Xf = 0.0284, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.038875, Y = 0.063095, Z = -0.22171	
主轴转速: 3019	t = 3581.9 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.040276, Y = 0.0074282, Z = 0.085731	
主轴转速: 3019	t = 3582.0 s, 稳定, fc = NaN Hz, Xf = 0.0170, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.032239, Y = 0.019609, Z = 0.021075	
主轴转速: 2998	t = 3582.1 s, 稳定, fc = NaN Hz, Xf = 0.0281, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.0071539, Y = 0.020462, Z = -0.11183	
主轴转速: 3019	t = 3582.2 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.0069104, Y = 0.044032, Z = -0.0084805	
主轴转速: 3019	t = 3582.3 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.016287, Y = 0.0030431, Z = -0.027554	
主轴转速: 3016	t = 3582.4 s, 稳定, fc = NaN Hz, Xf = 0.0283, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = -0.097813, Y = 0.051949, Z = -0.13121	
主轴转速: 3016	t = 3582.5 s, 稳定, fc = NaN Hz, Xf = 0.0291, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.015922, Y = -0.0045091, Z = 0.064281	
主轴转速: 3021	t = 3582.6 s, 稳定, fc = NaN Hz, Xf = 0.0285, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.006058, Y = 0.038916, Z = 0.0061449	
主轴转速: 3021	t = 3582.7 s, 稳定, fc = NaN Hz, Xf = 0.0279, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.034614, Y = 0.018756, Z = -0.056561	
主轴转速: 3021	t = 3582.8 s, 稳定, fc = NaN Hz, Xf = 0.0162, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.023837, Y = 0.0035303, Z = 0.13808	
主轴转速: 3019	t = 3582.9 s, 稳定, fc = NaN Hz, Xf = 0.0164, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.082774, Y = 0.053715, Z = -0.028468	
主轴转速: 3019	t = 3583.0 s, 稳定, fc = NaN Hz, Xf = 0.0155, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.068649, Y = 0.031546, Z = -0.069054	
主轴转速: 3014	t = 3583.1 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = 0.005145, Y = -0.0024383, Z = 0.16197	
主轴转速: 3014	t = 3583.2 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.041798, Y = 0.03788, Z = 0.026681	
主轴转速: 3005	t = 3583.3 s, 稳定, fc = NaN Hz, Xf = 0.0280, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = -0.025298, Y = 0.03922, Z = 0.092983	
主轴转速: 3005	t = 3583.4 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0005 s	
	采集数据: X = 0.021462, Y = 0.026735, Z = 0.11815	
主轴转速: 3012	t = 3583.5 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0007 s	
	采集数据: X = 0.036075, Y = 0.07558, Z = -0.16528	
主轴转速: 3000	t = 3583.6 s, 稳定, fc = NaN Hz, Xf = 0.0286, n_new = NaN rpm, pass = 0.0012 s	
	采集数据: X = -0.053123, Y = 0.046285, Z = -0.11378	
主轴转速: 3000	t = 3583.7 s, 稳定, fc = NaN Hz, Xf = 0.0163, n_new = NaN rpm, pass = 0.0004 s	
	采集数据: X = -0.017687, Y = -0.012366, Z = 0.21224	
主轴转速: 3012	t = 3583.8 s, 稳定, fc = NaN Hz, Xf = 0.0165, n_new = NaN rpm, pass = 0.0004 s	
